tweet,hate,userID,likes,comments,views,shares,tags
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",0,B609D1F8,927,509,406,139,66
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",0,BEF189E9,489,835,518,461,48
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",0,6FC09503,188,33,1160,320,32
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",0,B3218907,100,516,1032,203,65
"""@QUAN1T0: These bitches don't care they just play that role.""",0,A2183CFF,861,901,244,335,92
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1,4E75FF51,1092,661,1272,42,67
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0,2A402241,651,496,607,591,4
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",0,27BD8DDB,436,228,700,641,21
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",0,1A47485E,278,770,840,483,84
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1,FB6BD684,768,567,489,34,10
"""@RenegadeMo: Fat hoes get chose"" lol",0,116CEBDA,1137,910,672,628,44
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",0,9817590B,892,951,1495,224,60
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",0,31CDA8E7,193,301,1088,633,32
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1,F1027FA4,473,45,1136,394,28
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",0,73AA2D26,337,549,607,667,23
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",0,94F6AA84,1076,35,190,570,26
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1,51AC56A7,533,893,473,596,100
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",0,77134D70,707,201,1115,374,53
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",0,4E346183,857,564,169,418,51
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",0,1D23E5C2,471,378,45,527,40
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",0,E09AC2AD,431,605,487,479,63
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",0,5587AFE0,479,31,647,682,81
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",0,7D0A30ED,787,830,1119,516,21
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",0,F1BAC21C,721,484,979,410,56
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",0,4E5FCF30,214,232,419,440,31
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1,E43CEC14,688,932,944,484,78
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",0,60784FBA,185,607,1386,192,27
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",0,22D38537,321,944,263,430,0
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",0,7849810A,419,877,298,686,30
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",0,38358CDC,419,626,704,446,68
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",0,8518D266,1079,454,433,479,99
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",0,A8D2AF58,1021,782,271,94,5
"""@SukMySweetness: money only impress the simple broke bitches""",0,76471C79,252,415,899,13,98
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",0,7BAE362D,914,242,322,355,75
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",0,0D9B15C5,26,491,388,386,40
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",0,74A2DC3E,373,381,323,317,10
"""@TayKnosBest: These hoes is crazy""",0,0D34442B,1110,174,125,647,65
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",0,C793E375,233,77,595,89,98
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",0,39497C9F,883,228,786,373,84
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",1,B1592B0B,1059,64,1144,433,52
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",0,115DEB3D,646,651,884,376,26
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",0,48A67F37,1109,824,169,38,31
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",0,D00E7D04,424,78,665,465,14
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,8980CA87,745,24,655,221,39
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1,6C6FD4EF,156,607,1111,369,3
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",0,0D2E4950,222,615,438,150,6
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",0,0AF49252,53,297,310,521,6
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0,391C375A,225,691,1325,293,35
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",0,DB0E9C79,624,768,914,175,73
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",0,34639823,913,226,295,618,95
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",0,475EC4A8,232,655,700,351,9
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",0,608CA6A0,761,822,191,344,75
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",1,4E321460,902,839,284,441,34
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",0,EBB3BDD7,1181,269,169,189,4
"""@TweetGameLazy: I can ride your bitch with no handle bars""",0,891532F3,711,188,1243,439,58
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",0,86344BF0,558,884,1278,383,29
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",0,25AE2B3A,300,274,1402,420,26
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",0,2EF7037E,482,684,1192,524,79
"""@Vbomb20: @Woodchuck20 pussy"" love it",0,AA589E43,1118,522,464,692,31
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",0,1BBDB58C,424,451,920,12,25
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",0,E8C487BB,438,15,1481,329,75
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",0,2DB97255,993,137,1152,690,100
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",0,E9308B64,774,939,822,253,46
"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",0,22B85E43,310,839,121,354,57
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",0,A89569B8,718,828,717,377,46
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",0,7391DC54,906,129,1319,165,95
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",0,91C1E8BF,1001,553,131,60,67
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",0,00CE095F,321,343,1238,453,43
"""@XoXo__Angiee: Bruno fag boy"" you love me.",1,9233BF77,1002,364,164,79,77
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",0,2B57D2BE,10,798,852,219,45
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",0,011C13EC,469,227,1416,479,77
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",0,1EB07D12,158,372,534,508,42
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",1,023052AD,1200,101,100,347,48
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",0,ADD9A9AE,207,509,399,185,62
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",0,7E22801A,536,414,1347,142,46
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",0,42F7567C,866,334,593,48,32
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",1,288BE506,683,818,1437,649,3
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",0,F746AF6A,662,920,1065,97,32
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",1,E5A65598,562,478,323,202,75
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",0,97B6B666,501,342,1037,373,4
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1,B844C86C,311,447,594,444,72
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1,3C392049,678,252,1267,72,26
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",0,2C51782A,503,210,814,138,26
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",1,549E13B5,994,896,34,77,85
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",0,B2EA332F,273,998,282,592,7
"""@_iwantfranny: He's a hoe , I can't""",0,2189F984,465,440,209,697,45
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",0,787338B9,1060,770,888,374,20
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1,136E32B9,1151,570,1112,198,95
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",1,390B5615,1086,223,1453,112,70
"""@adriwadrri: No love for these fuck niggas"" hoes*",1,F05FB4D4,212,175,1283,253,84
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",0,FC7F984E,117,269,1030,51,41
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",0,0D675F8C,973,725,107,106,85
"""@alejandra_p13: These bitches love Sosa""",0,3F923BED,486,412,1346,99,35
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",0,70FC2C5E,402,201,835,400,90
"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",0,44C47F71,636,465,41,321,29
"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",0,B3ADEA43,165,353,1157,388,79
"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",0,A31B163D,559,887,392,493,61
"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",0,41F24729,1035,79,175,157,37
"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",0,DEC16E2E,936,838,86,443,21
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",0,0E9D9132,1002,389,1194,356,10
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",0,EF861C80,497,442,1430,234,54
"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",0,81389B4B,353,988,1174,523,8
"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",0,51C93C00,451,483,382,224,65
"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine""",0,EA716456,751,462,1359,77,87
"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",1,F5EA5353,1077,961,1129,597,76
"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",0,4679595,1150,506,1147,626,43
"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",0,A64F623B,619,837,164,121,23
"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",0,25B499EB,1013,73,662,413,59
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",0,D0D8579D,916,970,338,232,22
"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",0,A484870E,1122,774,592,134,13
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",0,2418B91D,526,225,577,604,35
"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",1,C85C14B2,173,378,822,439,78
"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",0,BB79CCC4,376,824,510,607,10
"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",0,B030BB59,198,509,935,282,55
"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",0,B9DAF54C,911,76,228,593,44
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",1,3D456571,563,615,1238,426,99
"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",0,2E2D87C2,729,844,483,14,21
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",0,96726FA3,838,408,628,687,57
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",0,ED68C7E3,697,47,1244,171,24
"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",0,D792E945,1182,710,1359,443,94
"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",0,3FF5033C,1140,301,660,257,67
"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",0,73CEF200,786,571,1197,510,73
"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",0,8D2683BA,295,90,498,62,80
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",0,FB54FA3B,528,382,1471,506,90
"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",0,3FB88988,644,544,490,563,27
"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",0,E3C8B4A8,553,387,716,659,54
"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",0,F2C7B580,251,119,1193,107,6
"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",0,C05CFAAF,777,868,1484,390,32
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",0,B4A21613,486,132,460,246,54
"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon",0,1B29709F,148,667,1279,397,31
"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",0,9F97DE92,194,790,544,459,43
"""@jSadass: loud bitches annoy me""",0,C88D39AA,425,704,1140,193,51
"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",1,7C3C690B,609,748,891,149,17
"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",0,68620AF7,485,196,1468,377,3
